TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY
08-05-2024,23876.77,23895.48,23773.19,23862.7,312486487
09-05-2024,23834.59,23946.79,23764.1,23869.74,196364189
10-05-2024,23709.82,23834.39,23666.34,23762.82,245937245
13-05-2024,23756.77,23879.05,23752.97,23773.59,175821453
14-05-2024,24157.95,24248.79,24133.75,24229.11,235008942
15-05-2024,24419.47,24459.51,24311.02,24420.11,250966828
16-05-2024,24342.03,24412.58,24328.76,24375.3,265988473
17-05-2024,24286.96,24419.63,24216.09,24305.31,337240433
20-05-2024,24124.88,24202.25,24056.25,24159.53,280052487
21-05-2024,24298.06,24343.85,24244.02,24253.81,265233142
22-05-2024,24346.51,24371.25,24301.27,24351.81,252408899
23-05-2024,24119.24,24136.55,24029.47,24093.96,375650129
24-05-2024,24232.9,24296.67,24110.77,24209.66,213808305
27-05-2024,24082.43,24168.98,23959.87,24121.32,324262870
28-05-2024,24448.02,24566.0,24396.72,24420.18,127420758
29-05-2024,24489.95,24493.78,24452.91,24472.86,195137805
30-05-2024,24849.4,24917.97,24724.1,24833.82,275656288
31-05-2024,24745.5,24861.19,24629.61,24765.25,239934700
03-06-2024,24709.4,24744.66,24595.19,24730.51,437958436
04-06-2024,24851.2,24871.48,24637.77,24812.22,411215995
05-06-2024,25154.53,25162.41,25028.73,25045.24,155053874
06-06-2024,25139.72,25182.42,24894.19,25181.53,183073332
07-06-2024,24983.38,25093.98,24902.05,24956.71,241122151
10-06-2024,24997.43,25074.4,24993.26,25015.75,358765781
11-06-2024,25082.04,25099.67,25038.81,25042.73,321048162
12-06-2024,25001.29,25006.89,24969.07,24979.39,270461163
13-06-2024,24925.32,24942.66,24775.33,24872.59,161602597
14-06-2024,25104.36,25315.62,25082.29,25245.47,197237715
17-06-2024,25159.13,25193.45,25081.16,25189.41,82273639
18-06-2024,24992.56,25105.93,24951.05,25042.05,154075366
19-06-2024,25187.24,25280.82,25160.27,25192.68,276795253
20-06-2024,25205.18,25274.54,25170.2,25241.72,299507520
21-06-2024,25216.76,25304.09,25208.39,25249.13,168705132
24-06-2024,25465.0,25584.33,25346.88,25430.32,256976691
25-06-2024,25650.11,25650.72,25498.01,25552.91,351886486
26-06-2024,25505.27,25730.75,25450.69,25650.13,260468710
27-06-2024,25855.96,25912.32,25844.8,25872.03,231128257
28-06-2024,25970.35,26005.35,25897.25,25954.15,288531208
01-07-2024,25747.94,25750.51,25678.26,25747.7,325768877
02-07-2024,25596.86,25692.64,25498.45,25614.54,293650780
03-07-2024,25368.77,25460.91,25357.95,25437.63,249377409
04-07-2024,25417.79,25496.66,25383.99,25465.8,257362356
05-07-2024,25171.88,25196.78,25067.18,25135.44,294359611
08-07-2024,24657.25,24694.79,24580.53,24604.32,248389086
09-07-2024,24603.41,24651.12,24536.43,24598.65,383689438
10-07-2024,24170.1,24212.14,24138.6,24210.58,352055271
11-07-2024,23672.39,23701.58,23650.44,23667.86,366050826
12-07-2024,23725.36,23796.92,23700.46,23736.76,433616303
15-07-2024,23549.25,23556.05,23500.89,23523.58,401377667
16-07-2024,23629.53,23662.53,23465.62,23623.94,389806527
17-07-2024,23429.05,23564.66,23393.65,23458.23,314533187
18-07-2024,23151.53,23181.91,23125.34,23142.7,273989054
19-07-2024,22747.14,22817.25,22664.85,22800.92,453222830
22-07-2024,22682.08,22685.58,22612.25,22644.95,239408791
23-07-2024,22603.2,22632.63,22471.84,22549.87,243299735
24-07-2024,22267.13,22375.55,22186.04,22319.74,225329929
25-07-2024,22242.86,22257.99,22181.75,22224.14,303303572
26-07-2024,21782.3,21840.72,21764.04,21825.57,317879078
29-07-2024,21849.6,21857.98,21720.3,21802.87,361826459
30-07-2024,21389.88,21399.17,21345.29,21351.27,271632683
31-07-2024,21270.44,21310.13,21209.27,21280.24,163157293
01-08-2024,21460.99,21482.81,21355.89,21418.37,310690687
02-08-2024,21632.52,21666.37,21542.75,21651.19,357799250
05-08-2024,22008.57,22086.65,21940.74,22036.91,290078208
06-08-2024,21612.28,21686.24,21582.19,21636.89,278200215
07-08-2024,21785.92,21843.79,21733.73,21792.06,328225140
08-08-2024,22042.39,22110.5,22031.83,22056.66,390764222
09-08-2024,22275.99,22284.72,22259.01,22269.12,283038431
12-08-2024,21989.11,22029.02,21971.73,22016.19,185713866
13-08-2024,22123.41,22200.34,22082.68,22089.62,247216515
14-08-2024,22565.19,22616.28,22504.45,22519.21,275859647
15-08-2024,22102.85,22266.55,22090.08,22124.79,158322845
16-08-2024,22150.94,22240.4,22058.2,22214.35,343053600
19-08-2024,22493.36,22516.29,22325.55,22460.84,232572962
20-08-2024,22313.36,22370.67,22171.04,22262.66,324232365
21-08-2024,22371.71,22379.05,22268.02,22379.01,301695997
22-08-2024,22033.58,22154.33,21988.17,22090.42,265329876
23-08-2024,21879.34,21972.99,21753.51,21867.68,404693506
26-08-2024,21974.14,22022.21,21870.99,21907.34,247307709
27-08-2024,22108.84,22199.21,22102.49,22192.11,239311263
28-08-2024,22432.07,22435.77,22393.59,22410.65,308689409
29-08-2024,22878.65,22906.58,22831.87,22893.01,347956026
30-08-2024,22864.27,22950.49,22853.51,22903.47,287469701
02-09-2024,22865.75,22880.17,22830.78,22842.99,217003629
03-09-2024,22587.92,22714.54,22565.54,22646.75,539660840
04-09-2024,22366.82,22440.66,22304.65,22353.54,529584798
05-09-2024,21668.01,21670.19,21569.15,21611.24,698743693
06-09-2024,21363.51,21467.24,21261.88,21355.96,434746822
09-09-2024,21181.2,21253.68,21101.81,21218.39,302911131
10-09-2024,21207.24,21312.09,21011.49,21282.98,246810790
11-09-2024,21273.2,21370.17,21235.31,21327.88,180615387
12-09-2024,21510.44,21638.65,21432.85,21589.94,292950376
13-09-2024,21660.79,21661.25,21540.56,21591.72,348686815
16-09-2024,21119.97,21229.02,21025.87,21130.51,214721697
17-09-2024,20746.07,20907.66,20632.68,20789.53,239035232
18-09-2024,20877.92,21039.57,20781.18,20932.27,203055805
19-09-2024,20803.35,20891.63,20676.75,20847.85,383918255
20-09-2024,21070.98,21208.4,21042.66,21085.14,242034453
23-09-2024,21069.11,21157.85,21067.16,21123.29,329205445
24-09-2024,20994.98,21011.3,20897.47,20924.83,225370980
25-09-2024,21118.45,21245.7,20979.54,21150.07,292932731
26-09-2024,20905.14,20968.85,20849.13,20937.92,242560247
27-09-2024,20458.49,20486.23,20308.92,20445.91,118775157
30-09-2024,20950.9,20954.62,20815.45,20890.29,293098112
01-10-2024,20485.36,20603.69,20417.06,20431.26,325435023
02-10-2024,20530.07,20571.46,20430.48,20550.12,137727876
03-10-2024,20749.14,20760.6,20691.23,20738.55,274961273
04-10-2024,20753.41,20811.19,20671.83,20747.21,256413369
07-10-2024,20363.7,20491.58,20331.08,20342.14,210002240
08-10-2024,20556.37,20598.55,20531.49,20545.86,269437496
09-10-2024,20160.26,20220.65,20121.04,20198.38,148086918
10-10-2024,19828.08,19905.03,19789.56,19878.18,305512831
11-10-2024,19782.46,19794.43,19714.9,19775.51,372746071
14-10-2024,19876.7,19985.0,19865.3,19923.86,196817582
15-10-2024,20020.2,20106.62,19932.98,19965.77,282798041
16-10-2024,20122.07,20192.48,20109.44,20120.47,389945876
17-10-2024,19957.47,20121.21,19842.34,19998.51,296297288
18-10-2024,19923.9,19973.03,19917.2,19936.73,250227184
21-10-2024,19645.33,19666.41,19581.25,19665.29,222052537
22-10-2024,19568.22,19610.95,19561.34,19573.36,300284212
23-10-2024,19715.08,19757.97,19632.44,19677.86,277965282
24-10-2024,19532.95,19623.17,19531.4,19589.54,332894351
25-10-2024,19595.18,19723.39,19585.66,19668.65,178229260
28-10-2024,19534.77,19553.6,19516.59,19521.57,364912692
29-10-2024,19364.64,19400.23,19359.77,19371.51,258492528
30-10-2024,19362.94,19443.68,19325.0,19356.62,333686211
31-10-2024,19309.16,19327.88,19266.01,19292.0,235574032
01-11-2024,19387.81,19442.46,19326.32,19394.84,194207897
04-11-2024,19440.65,19474.7,19373.48,19409.61,246745642
05-11-2024,19725.74,19832.11,19722.28,19761.03,218904674
06-11-2024,19692.27,19719.0,19686.15,19689.74,260570408
07-11-2024,19584.43,19634.39,19510.77,19617.02,334066942
08-11-2024,19326.82,19412.47,19264.24,19370.6,365036931
11-11-2024,19376.03,19468.23,19309.83,19352.21,302133228
12-11-2024,19496.9,19568.1,19470.51,19474.73,248650530
13-11-2024,19218.69,19336.78,19132.55,19293.62,255061057
14-11-2024,19216.74,19360.53,19161.08,19259.96,330066528
15-11-2024,19400.84,19429.64,19388.64,19389.51,369168177
18-11-2024,19575.42,19597.66,19496.69,19533.61,264279236
19-11-2024,19567.95,19633.54,19511.92,19594.05,278478446
20-11-2024,19972.62,20025.65,19954.0,19979.96,233477705
21-11-2024,20121.05,20219.94,20039.38,20178.09,302365553
22-11-2024,20548.1,20556.86,20421.09,20445.43,356273608
25-11-2024,20705.4,20738.35,20675.0,20685.74,78650585
26-11-2024,20627.62,20705.3,20564.59,20590.77,550551775
27-11-2024,20189.02,20252.38,20152.8,20162.49,446253643
28-11-2024,19741.22,19816.1,19662.13,19704.44,216330033
29-11-2024,19452.72,19604.14,19390.94,19429.09,558079640
02-12-2024,19364.48,19398.84,19315.47,19377.47,281066453
03-12-2024,18982.16,19013.1,18927.84,18953.95,314046652
04-12-2024,19201.72,19243.62,19141.34,19198.68,189316939
05-12-2024,19229.47,19237.37,19150.79,19179.74,441107104
06-12-2024,19284.13,19357.89,19279.21,19312.54,295453986
09-12-2024,19021.49,19085.15,18915.32,19042.1,262840322
10-12-2024,19316.2,19347.73,19270.04,19290.69,397050308
11-12-2024,19192.27,19208.32,19076.31,19143.28,334382761
12-12-2024,19103.24,19188.63,19012.3,19097.69,347362975
13-12-2024,18756.23,18798.94,18699.95,18782.99,371106617
16-12-2024,18721.59,18811.37,18657.54,18726.05,138603754
17-12-2024,18637.78,18716.21,18626.75,18656.37,407483149
18-12-2024,18666.59,18676.01,18576.75,18596.04,262536977
19-12-2024,18697.09,18742.11,18650.5,18663.54,308019386
20-12-2024,18700.71,18722.34,18614.37,18653.54,353827637
23-12-2024,18843.58,18846.7,18745.79,18832.23,236303109
24-12-2024,18692.25,18782.32,18671.59,18713.02,310349505
25-12-2024,18530.3,18547.84,18460.26,18486.92,342331176
26-12-2024,18521.94,18529.75,18436.31,18460.87,284492402
27-12-2024,18588.23,18597.66,18462.89,18566.62,323052298
30-12-2024,18799.08,18843.42,18749.56,18799.99,172073991
31-12-2024,18987.28,19094.58,18925.41,18946.32,201817701
01-01-2025,18545.87,18633.24,18543.34,18559.65,204830370
02-01-2025,18642.9,18659.96,18585.93,18614.44,314172696
03-01-2025,18866.3,18934.63,18816.58,18893.19,556520301
06-01-2025,18846.88,18920.5,18755.82,18883.53,306390787
07-01-2025,18775.37,18830.44,18703.27,18754.12,276871833
08-01-2025,18808.14,18810.06,18783.14,18795.44,282864194
09-01-2025,18740.37,18764.04,18630.84,18669.26,358173594
10-01-2025,18767.91,18788.74,18745.93,18778.43,338811790
13-01-2025,18754.11,18765.0,18708.67,18753.23,205075848
14-01-2025,18976.59,19028.98,18876.49,19019.96,360598519
15-01-2025,19030.4,19109.38,19021.96,19101.82,285779932
16-01-2025,18860.18,18969.74,18828.67,18927.59,346366902
17-01-2025,19048.67,19147.23,18984.57,19031.05,143822053
20-01-2025,19159.75,19265.3,19131.51,19204.94,175754551
21-01-2025,19105.3,19157.36,19015.3,19062.34,330398083
22-01-2025,19004.42,19056.03,18865.92,18950.51,158075469
23-01-2025,18443.33,18486.32,18414.95,18453.87,315514501
24-01-2025,18677.56,18679.41,18571.65,18615.81,311804198
27-01-2025,18482.06,18551.87,18376.18,18473.66,297971349
28-01-2025,18066.29,18121.29,18005.51,18025.73,313052267
29-01-2025,17649.23,17713.76,17617.43,17657.2,306583696
30-01-2025,17626.58,17684.1,17503.6,17592.83,319656869
31-01-2025,17685.94,17778.19,17664.9,17719.37,258298652
03-02-2025,17702.81,17741.94,17677.88,17680.79,285926971
04-02-2025,17735.17,17775.68,17687.79,17751.47,498048791
05-02-2025,17512.08,17522.91,17444.9,17516.65,369214217
06-02-2025,17261.17,17351.47,17182.01,17239.39,331497786
07-02-2025,17393.3,17400.05,17371.35,17387.3,315695454
10-02-2025,17458.12,17555.11,17395.43,17460.71,235205566
11-02-2025,17459.3,17487.58,17373.08,17433.92,303801785
12-02-2025,17688.7,17721.9,17642.27,17660.33,269752937
13-02-2025,17407.2,17508.83,17381.83,17455.55,355499838
14-02-2025,17373.61,17377.81,17263.64,17354.2,221725864
17-02-2025,17553.72,17579.0,17459.19,17530.2,117656306
18-02-2025,17839.87,17950.23,17786.07,17866.74,247221626
19-02-2025,17860.73,17894.18,17828.33,17846.96,337578123
20-02-2025,18109.85,18199.21,18059.15,18157.94,464227392
21-02-2025,18068.23,18098.83,17919.97,18016.36,361199474
24-02-2025,18051.56,18087.08,18034.24,18060.15,217165334
25-02-2025,18001.2,18024.37,17929.85,18004.03,271756115
26-02-2025,17713.32,17754.61,17588.42,17671.0,219151059
27-02-2025,17694.91,17760.98,17616.51,17699.96,274077231
28-02-2025,17882.45,17942.86,17855.78,17861.06,223006578
03-03-2025,17773.26,17819.68,17686.07,17810.57,169334461
04-03-2025,17755.17,17812.19,17692.1,17775.43,319454615
05-03-2025,17978.03,18090.17,17928.33,18028.23,301563764
06-03-2025,17753.38,17795.07,17654.6,17760.77,275226735
07-03-2025,17485.62,17521.52,17341.27,17449.64,312385636
10-03-2025,17311.51,17331.7,17282.74,17303.77,433644553
11-03-2025,17087.18,17126.84,16998.45,17057.01,295914023
12-03-2025,17255.24,17293.78,17219.47,17290.73,260301680
13-03-2025,17298.32,17392.01,17291.23,17328.93,349756161
14-03-2025,17128.45,17161.94,17093.95,17144.41,169491531
17-03-2025,17027.97,17043.03,16990.84,17008.5,341667413
18-03-2025,17543.74,17593.67,17522.76,17531.24,231828421
19-03-2025,17392.57,17395.58,17388.71,17393.1,228799825
20-03-2025,17248.69,17303.94,17188.19,17227.23,295403209
21-03-2025,17259.04,17319.3,17240.74,17264.27,407700149
24-03-2025,17364.3,17417.69,17346.43,17365.05,233919962
25-03-2025,17431.94,17439.81,17355.24,17386.57,355959835
26-03-2025,17172.86,17210.46,17156.73,17193.02,314655966
27-03-2025,16961.01,16980.9,16899.16,16954.82,187528217
28-03-2025,17100.85,17131.26,17033.12,17045.9,353354603
31-03-2025,17018.78,17138.86,17010.29,17015.31,228116217
01-04-2025,16714.39,16784.84,16632.92,16690.8,181830426
02-04-2025,16866.42,16967.25,16790.56,16886.91,230614532
03-04-2025,17077.69,17146.85,16939.99,17011.12,235240893
04-04-2025,16869.51,17027.74,16859.28,16945.75,330053681
